material_id,formula_pretty,density,energy_per_atom,efermi,energy_above_hull,band_gap,e_total,formula,data.Sᵉ.p.v.value,data.Sᵉ.p.T.value,data.σᵉ.p.v.value,data.σᵉ.p.T.value,data.κₑᵉ.p.v.value,data.κₑᵉ.p.T.value,ZT
mp-555976,Na2TiSiO5,2.993780537,-7.520115102,1.74990602,0.002697615,3.2081,9.54345958,Na2TiSiO5,1229.92,1200,861.811,100,0.202221,100,0.061185157
mp-773512,Tm2WO6,8.784817816,-9.064976385,1.82723413,0.010584637,3.7669,17.59888784,Tm2WO6,1268.94,1300,329.27,100,0.0394991,100,0.13649506
mp-753798,Rb2SnO3,4.617656664,-5.392299724,1.41725868,0,2.1213,63.65266906,Rb2SnO3,1221.93,800,802.542,100,0.16083,100,0.050509364
mp-23475,Rb2PbCl6,3.371127627,-3.569038647,-0.72108064,0,1.2605,10.19186692,Rb2PbCl6,1189.61,500,1215.34,100,0.205056,100,0.039802569
mp-569051,MgH2,1.611010108,-3.049236958,2.04069145,0.040386011,2.226,17.61379427,MgH2,1088.68,900,3613.18,100,0.660864,100,0.04832248
mp-8399,CsCdF3,5.28437944,-4.219596766,-1.36353217,0,3.2859,10.10664499,CsCdF3,1208.52,1300,2665.81,100,1.06218,200,0.039759167
mp-24181,CsGaP3HO10,3.198516146,-7.091828764,0.06151838,7.26E-05,4.6119,5.832943067,CsGaP3HO10,1273.52,1300,402.928,100,0.0678787,100,0.097898326
mp-767688,NaNdPCO7,2.894289597,-7.634626039,-0.9317066,0.095124963,0.1859,8.719874063,NaNdPCO7,816.809,100,3227.09,1300,0.643407,100,0.034027976
mp-9145,Rb2SnSe3,3.743982557,-3.880631027,0.42870755,0,1.6655,8.86277964,Rb2SnSe3,1182.98,600,1176.89,100,0.213265,100,0.041883177
mp-36033,PrOF,6.287764671,-7.957904167,1.53373412,0.05349302,5.1637,15.72982062,PrOF,1405.19,1300,539.907,100,0.0958143,100,0.113143217
mp-558118,BeF2,2.074922272,-6.072625006,-4.15878708,0.000822935,8.0867,3.413704827,BeF2,1342.84,1300,419.481,100,0.0859564,100,0.089485447
mp-5001,Li3BN2,1.731905208,-5.808930228,1.02868686,0,3.2058,10.20547897,Li3BN2,1235.7,1300,1112.04,300,0.207427,100,0.094342781
mp-9702,Sr3BPO3,3.754218343,-6.589790246,2.62252477,0,2.0101,13.73573386,Sr3BPO3,1177.26,800,2585.95,100,0.373709,100,0.065014448
mp-553243,YBi2BrO4,7.529211582,-6.863020457,3.70173793,0,1.34,26.37668197,YBi2BrO4,1113.21,600,2814.76,100,0.510095,100,0.037086259
mp-553243,YBi2BrO4,7.529211582,-6.863020457,3.70173793,0,1.34,26.37668197,YBi2BrO4,1113.21,600,2814.76,100,0.510095,100,0.037086259
mp-570744,Si3As4,4.117944328,-5.000196529,4.7228402,0.05890506,0.4047,17.67528467,Si3As4,933.559,200,8932.67,100,1.72483,100,0.012239314
mp-11115,RbCuPdSe5,5.030435548,-4.190077572,2.24964094,0,0.5743,13.47914384,RbCuPdSe5,1069.82,400,2854.95,100,0.616006,100,0.021575694
mp-10223,Na2PdS2,3.492715805,-4.254525345,2.20171611,0,0.9448,12.57770773,Na2PdS2,1122.76,400,1259.84,100,0.286067,100,0.022581422
mp-754739,CaBe3O4,2.731981784,-7.218087798,1.90646544,0.062518269,3.9112,15.14802019,CaBe3O4,1300.64,1300,1332.6,100,0.256076,100,0.089518942
mp-27047,Li2CuPO4,3.410372218,-6.441113889,4.15568221,0.055556775,1.4867,7.41746373,Li2CuPO4,1259,500,408.256,100,0.0615937,100,0.049856791
mp-18992,Ba2MnTeO6,6.335672264,-7.06359945,3.84469454,0,0.9486,19.07516278,Ba2MnTeO6,1048.45,400,3425.74,100,0.645184,100,0.023740838
mp-37267,NaYF4,4.126819557,-6.528181094,-1.09293307,0.012893875,7.3745,8.723706233,NaYF4,1376.55,1300,248.815,100,0.0358917,100,0.133578422
mp-763098,Li2MnF4,2.439817696,-5.93495763,-2.03465297,0.092832246,4.0065,4.486788707,Li2MnF4,1214.33,1300,197.72,100,0.00700016,600,0.564708879
mp-8127,K2Mg(CO3)2,2.649226492,-6.994458795,1.30990846,0,4.2989,7.062461417,K2Mg(CO3)2,1192.74,1300,1423.16,100,0.278629,100,0.073890529
mp-18498,Sr3YRhO6,5.666750031,-7.334560195,3.44904798,0,2.1512,15.31815808,Sr3YRhO6,1241.65,700,656.045,100,0.115883,100,0.053251682
mp-137,Ge,5.608375747,-4.473637948,4.94824492,0.149389907,0.3433,40.19195052,Ge,874.168,200,9897.25,1300,1.72333,100,0.047603011
mp-20546,Ba2In2O5,6.079609356,-6.210847717,3.07737615,0,0.919,15.72221917,Ba2In2O5,960.324,300,3394.6,100,0.550599,100,0.019272466
mp-569779,ScSbPd,6.997261969,-6.256105917,6.59702657,0,0.0155,21.18060237,ScSbPd,743.222,100,14955.4,1300,1.50413,100,0.055849536
mp-380,ZnSe,5.057366119,-3.324162395,1.32116904,0.005197475,1.2004,10.39963923,ZnSe,1047.35,600,2709.97,100,0.479521,100,0.033620878
mp-7594,CsLiF2,3.920546323,-4.666147121,-2.04126101,0,6.2744,9.756505743,CsLiF2,1382.34,1300,419.96,100,0.0581504,100,0.140331371
mp-28218,TlCdCl3,4.988942101,-3.209719189,0.6920465,0,3.2976,19.27004376,TlCdCl3,1124.82,1300,1852.33,100,0.286831,100,0.083086053
mp-30459,ScNiBi,8.481495669,-5.960336653,6.80145107,0,0.1869,26.95402688,ScNiBi,763.118,100,20679.7,1300,1.43728,100,0.085203227
mp-650442,Tl3AgTe2,8.30230498,-3.102998512,4.33786324,0,0.3866,41.39177921,Tl3AgTe2,902.867,300,4082.19,100,0.765198,100,0.014740611
mp-16179,SrCu2GeSe4,5.123228959,-4.490711352,3.51242926,0.006507584,0.5996,14.80661663,SrCu2GeSe4,957.847,300,2849.93,100,0.547461,100,0.016189068
mp-14367,AsPO5,3.744876925,-7.039472043,1.85220251,0,2.0204,8.811555197,AsPO5,1191.64,700,422.361,100,0.0724585,100,0.050501661
mp-23771,SmH3(CO2)3,3.570678592,-7.315097108,0.50658371,0.116834671,4.1347,7.492671357,SmH3(CO2)3,1276.22,1300,1296.31,100,0.193345,100,0.111044439
mp-23710,MgH2,1.423870416,-3.089622968,0.10549708,0,3.7097,10.33610938,MgH2,1273.47,1300,2441.83,100,0.392008,100,0.102723008
mp-614013,CsSnI3,4.226897499,-3.079453774,2.56463662,0,0.45,169.5818341,CsSnI3,560.794,300,12680.7,400,3.40104,100,0.006359262
mp-554553,Ho3CuSnS7,5.868221382,-5.93037606,4.59776075,0.018728058,1.4609,17.0026088,Ho3CuSnS7,1055.01,600,2610.52,100,0.596566,100,0.026414975
mp-6949,InF3,4.445092933,-4.956137005,-1.74364854,0,4.0226,6.102359677,InF3,1400.3,1300,396.991,100,0.0807333,300,0.111121371
mp-40143,Cs2KZrOF5,3.962898538,-5.979715203,-0.50293893,0,4.8774,12.88803605,Cs2KZrOF5,1279.89,600,558.243,100,0.0449474,1300,0.275849712
mp-569066,Cs2PdI6,4.625222586,-2.833939499,1.33365877,0.006204389,0.0449,12.13831141,Cs2PdI6,957.574,100,11976.6,1300,0.582449,100,0.191730025
mp-3922,AgSbS2,4.924522835,-4.25038801,3.67345084,0,1.3716,16.4122868,AgSbS2,1124.77,500,2360.97,100,0.48111,100,0.029461178
mp-766881,H7SIO10,2.612858366,-5.358006541,-0.74866785,0.022294259,2.3634,4.742344947,H7SIO10,1255.09,800,114.269,100,0.00451151,300,0.324575716
mp-19795,InS,4.77141557,-4.186962206,4.57303829,0,1.3508,15.16400062,InS,1005.31,600,4338.37,100,1.02636,100,0.023168366
mp-504506,RbIn(MoO4)2,3.575733954,-7.496486335,-1.12801451,0,3.9692,7.037762877,RbIn(MoO4)2,1295.08,1300,822.585,100,0.152568,100,0.091956053
mp-27167,Sn2IF3,4.846051244,-4.660520759,2.728956,0,2.4356,104.352512,Sn2IF3,1142.55,1000,3102.85,100,0.655502,100,0.050268621
mp-18786,Ca2CoSi2O7,3.221390279,-7.786125237,3.05382975,0.018456534,3.056,193.8969774,Ca2CoSi2O7,1164.81,1100,330.098,100,0.0615765,900,0.103546615
mp-558281,SrCrF4,3.889654487,-6.710053507,0.66304444,0,3.6107,7.318822486,SrCrF4,1206.52,1200,279.118,100,0.00665797,700,0.827415389
mp-9127,Ba(SbO3)2,5.357451639,-6.806287354,1.92110029,0,2.8606,9.935126327,Ba(SbO3)2,1315.91,1000,672.147,100,0.105752,100,0.089533968
mp-27714,H3OF,1.493639432,-4.945832638,-3.82704706,0,6.7458,5.852618343,H3OF,1331.76,1300,428.037,100,0.0768885,100,0.100401835
mp-37216,CdPbF6,5.091124955,-4.375177904,-2.8855226,0,2.3364,6.59014284,CdPbF6,1240.62,900,1354.01,100,0.203093,100,0.076520129
mp-766325,BaCaI4,3.730042339,-3.590823353,0.34547943,0.051838846,3.27,8.335596232,BaCaI4,1190.18,1300,1531.67,100,0.297882,100,0.074065513
mp-37722,KBH4,1.201044524,-4.070921333,-3.31419747,0,6.0959,5.25665156,KBH4,1291.5,1300,938.093,100,0.190319,100,0.083603097
mp-558879,OsOF4,5.013798722,-5.906506546,-0.97794756,0.013086782,0.3603,4.6929347,OsOF4,1099.97,200,297.342,1300,0.0308919,200,0.134214914
mp-6721,Sr3LiRuO6,5.046033038,-6.758855225,2.8331398,0,0.312,18.71439414,Sr3LiRuO6,936.296,200,2447.19,1300,0.299759,100,0.077628343
mp-23758,KNa(BH4)2,1.190429744,-4.051058869,-2.94979201,0.002218923,6.3524,7.606604868,KNa(BH4)2,1312.63,1300,585.743,100,0.100555,100,0.102060545
mp-23054,NaBiO3,6.114542156,-5.595381022,1.22898212,0,1.0964,10.52450654,NaBiO3,1273.02,400,508.12,1300,0.0526195,200,0.201568268
mp-540998,FeTeBr7,3.623511365,-3.409362946,-0.69095787,0,1.0553,8.588916833,FeTeBr7,1102.11,400,332.52,100,0.059382,200,0.032276721
mp-568656,SiC,3.171908241,-7.530767961,8.06084544,0,2.0052,10.5196526,SiC,1134.29,800,1568.19,1300,0.241838,100,0.124429559
mp-29761,UCO5,5.346193126,-9.287667477,0.55543224,0.000486571,2.2864,7.1897596,UCO5,1233.91,800,544.077,100,0.0976792,100,0.057491518
mp-7017,NaNbN2,4.862637322,-7.912538103,4.02451444,0.015449837,0.8469,18.54770652,NaNbN2,954.818,400,8556.01,100,1.17011,100,0.027115373
mp-18725,YCrO3,5.481294631,-9.392217048,3.59259497,0,2.2384,17.12401064,YCrO3,1223.2,900,685.027,100,0.13927,100,0.054880275
mp-559934,LiZnPO4,3.202333379,-6.599780408,0.1706398,0.006852954,4.13,5.822546053,LiZnPO4,1278.8,1300,695.108,100,0.124235,100,0.093042929
mp-23949,RbCaH3,2.274957492,-3.113973578,-1.22584606,0.017968454,3.2736,11.54790273,RbCaH3,1305.1,1100,1182.82,100,0.23858,100,0.074420759
mp-16964,SiO2,1.880152195,-8.366579324,-1.42411996,0.007678546,5.6779,3.535445393,SiO2,1265.49,1300,569.899,100,0.110939,100,0.083656729
mp-549158,InCuO2,6.13771786,-5.671241966,4.93656166,0.005310254,0.2516,8.960567347,InCuO2,1046.64,100,10085.3,1300,0.179583,100,0.625587485
mp-23008,PbBrF,7.347367754,-4.413057245,2.57547619,0,2.9423,73.15437996,PbBrF,1191.49,1100,2239.3,300,0.505962,100,0.063891779
mp-1848,Te2Ru,8.752832136,-5.799563504,7.94867573,0.006295097,0.1141,29.81793399,Te2Ru,677.43,100,12271.2,1300,48.8757,100,0.001171636
mp-28932,Sn4OF6,4.320928072,-5.355214178,1.5877066,0,3.1317,13.29055536,Sn4OF6,1152.48,1200,1405.09,200,0.236825,100,0.08013333
mp-7631,SiC,3.171632245,-7.530565156,8.07467192,0.000202805,2.023,10.44137506,SiC,1121.7,800,2413.03,100,0.331872,100,0.062018904
mp-24292,Sr2H6Ru,4.216494111,-4.370208066,1.21048843,0,2.2361,10.95132469,Sr2H6Ru,1369.49,700,186.776,100,0.0326071,100,0.065546223
mp-560882,SeO2,3.81827889,-5.607900175,0.44838994,0.010187895,3.4194,10.69949977,SeO2,1263.04,1200,1144.91,100,0.216487,100,0.080071932
mp-2172,AlAs,3.590699212,-4.68748928,3.58128419,0,1.5037,11.53790288,AlAs,1074.72,700,5891.16,100,1.09812,100,0.037806174
mp-28855,Cd4OF6,5.962699755,-4.126121581,-0.97171713,0,1.8997,9.65897195,Cd4OF6,1288.53,700,387.052,100,0.0637077,100,0.061544253
mp-505139,TiH2SO6,2.610294188,-7.011020894,0.23777286,0.00427772,2.5139,31.33656923,TiH2SO6,1339.15,800,1347.14,100,0.160719,100,0.101901951
mp-3788,SrAl4O7,3.15739529,-7.740159955,2.38988791,0,3.7508,7.654712937,SrAl4O7,1198.22,1300,1429.9,100,0.206735,100,0.100979818
mp-9819,RbAsF6,3.414894367,-4.895517851,-3.38875715,0,5.0688,5.50700341,RbAsF6,1295.71,1300,383.937,100,0.0499244,1100,0.218817111
mp-16253,BaCaSi,3.413083529,-3.510338114,3.02787046,0,0.1767,45.86224033,BaCaSi,762.283,100,5533.94,1300,0.825104,100,0.03963036
mp-8001,LiAlO2,3.295159284,-6.95473055,4.01296527,0.015757608,5.8849,12.77538287,LiAlO2,1328.01,1300,1514.47,100,0.230466,100,0.117849107
mp-675475,Li2MnBr4,3.843956865,-4.2864721,1.20195324,0.053288537,1.4414,37.87048948,Li2MnBr4,1090.09,600,3271.45,100,0.843258,100,0.025001902
mp-675475,Li2MnBr4,3.843956865,-4.2864721,1.20195324,0.053288537,1.4414,37.87048948,Li2MnBr4,1090.09,600,3271.45,100,0.843258,100,0.025001902
mp-12317,SrCN2,3.011450038,-7.93581311,0.90223532,0,3.2056,8.095880683,SrCN2,1224.27,1300,2630.45,100,0.521361,100,0.07689812
mp-3370,Y2Sn2O7,6.024946184,-8.066727471,4.18724165,0,2.7501,20.22599386,Y2Sn2O7,1240.65,1100,1593.74,200,0.295733,100,0.078726839
mp-23376,GaSeBr7,3.335787539,-2.896661835,-1.69127947,0.023736792,2.2203,10.49819262,GaSeBr7,1197.88,800,776.379,100,0.0811552,300,0.111671883
mp-34361,Tl9BiTe6,8.582264421,-3.217588114,4.86906753,0,0.6109,141.2763346,Tl9BiTe6,920.636,300,6769.44,100,0.635216,100,0.030616516
mp-778194,Ge2N2O,4.602006811,-6.957224915,2.96146869,0.03481646,2.4302,8.49559165,Ge2N2O,1201.57,1000,1326.94,100,0.24878,100,0.06264606
mp-4809,Ga2HgS4,4.685488267,-4.100255566,1.55127097,0,1.5714,12.24275857,Ga2HgS4,1190.89,700,1988.39,100,0.667619,100,0.025771353
mp-42190,K2NaTiOF5,2.840105276,-5.920756867,-1.18439058,0,3.964,10.13635936,K2NaTiOF5,1277.65,1300,523.586,100,0.0734697,1200,0.205047955
mp-6951,RbCdF3,4.63542587,-4.23331361,-1.86367532,0,3.1745,15.10409181,RbCdF3,1209.38,1300,2546.9,100,0.375183,100,0.100963431
mp-22913,CuBr,5.147661877,-3.385688715,3.37355005,0,0.4871,9.086986823,CuBr,1002.98,200,2323.37,1300,0.445035,100,0.056964892
mp-557668,MnPtF6,5.133091776,-5.537331288,-0.96247226,0,1.8416,5.72511741,MnPtF6,1230.67,700,506.647,100,0.0947061,100,0.049434688
mp-2139,BaGe2,5.020841151,-4.251933381,2.2649389,0,0.5255,22.71684151,BaGe2,830.255,300,4765.99,200,1.17323,100,0.011389975
mp-510421,CrO3,2.398040168,-7.635439999,-2.12549355,0.046169185,2.2885,7.031180597,CrO3,1264.72,700,813.156,100,0.146937,100,0.054007307
mp-19,Te,6.048410584,-3.14330093,5.49062076,0,0.5129,164.2724788,Te,630.433,100,21397.4,1300,2.635,100,0.032819205
mp-626448,H4SO5,1.913285207,-5.72262434,-1.19653156,0.004041399,5.6541,5.09963925,H4SO5,1297.35,1300,185.202,100,0.0258585,100,0.122581929
mp-36912,Pr2CdS4,5.358766129,-5.699935651,3.61150393,0.096744412,1.647,27.32708228,Pr2CdS4,1150.62,700,2454.86,100,0.499454,100,0.039702341
mp-560025,Ag2S,6.456494778,-3.405799537,2.41457693,0.08406844,0.3701,28.81329825,Ag2S,832.522,200,3964.89,1300,0.726698,100,0.041017306
mp-7937,NaNbS2,4.103609411,-6.383157759,5.66633249,0,0.6251,12.89105178,NaNbS2,842.53,300,4155.7,100,0.704783,100,0.014187571
mp-850922,Li3Fe2(SiO4)2,2.924710473,-7.356256293,1.57922503,0.07351707,1.854,7.23107411,Li3Fe2(SiO4)2,1153.04,600,110.878,100,0.00503407,500,0.238218049
mp-6356,Cd2GaAgS4,4.546701253,-3.854118746,1.57263982,0,1.0437,10.06880723,Cd2GaAgS4,1053.89,500,2301.06,100,0.510706,100,0.023747841
mp-11923,Rb2TaCuS4,3.821713004,-5.658061843,1.31109956,0,2.3398,8.083515033,Rb2TaCuS4,1181.6,800,957.22,100,0.142762,100,0.063462714
mp-15794,LiYSe2,4.504591395,-5.778928355,2.3846198,0,1.5239,21.14535176,LiYSe2,1054.84,700,4065.69,100,0.620961,100,0.044449222
mp-1821,WSe2,7.857112418,-7.522195875,3.4107938,0,1.4465,10.24420989,WSe2,1083.44,600,3895.82,100,0.798188,100,0.031072196
mp-12023,MnCu2SiS4,3.774129718,-5.672991258,4.94005068,0,0,10.06308293,MnCu2SiS4,938.861,300,2084.52,100,0.492442,100,0.012647425
mp-5132,YPO4,4.126029671,-8.763113077,2.14166418,0,5.8009,9.292551477,YPO4,1301.69,1300,920.918,100,0.161476,100,0.098264786
mp-5132,YPO4,4.126029671,-8.763113077,2.14166418,0,5.8009,9.292551477,YPO4,1301.69,1300,920.918,100,0.161476,100,0.098264786
mp-552234,SrBiBrO2,6.127057836,-5.760152739,2.21391863,0,3.1643,15.78779123,SrBiBrO2,1221.03,1100,1059.21,200,0.152729,100,0.098134069
mp-567542,PbI2,5.115016118,-3.174637609,1.51915943,0,2.3521,17.69035427,PbI2,1228.72,900,956.281,500,0.221696,100,0.066222157
mp-540922,CrTe3,5.937552873,-5.221263021,5.1532719,0,0,22.2692314,CrTe3,821.815,100,7414.88,1300,1.18861,100,0.042843276
mp-28439,KSc2F7,2.993169544,-6.775907469,-1.90671858,0.00810843,5.7069,8.3166268,KSc2F7,1421.46,1300,259.065,100,0.0392996,100,0.135443976
mp-29484,K4HgAs2,3.052030799,-2.447946791,0.41713996,0,0.6976,8.780651808,K4HgAs2,1124.26,300,1299.41,1300,0.243607,100,0.077699356
mp-29484,K4HgAs2,3.052030799,-2.447946791,0.41713996,0,0.6976,8.780651808,K4HgAs2,1124.26,300,1299.41,1300,0.243607,100,0.077699356
mp-8411,Na2AgAs,4.032090592,-2.916141454,1.69559483,0,0.7266,19.80331439,Na2AgAs,941.806,400,3747.17,200,0.828734,100,0.019032144
mp-10426,Nb2O5,5.29847759,-9.11256804,2.56916776,0.34198225,1.8452,20.88703656,Nb2O5,1099.71,800,2352.31,100,0.452891,100,0.042582951
mp-22875,TlBr,7.068918856,-3.10536748,1.86803356,0.045168485,1.9877,40.83192999,TlBr,1182.23,900,4909.45,100,1.2107,100,0.042264085
mp-29236,InTeBr,4.644534252,-3.401741208,1.67711753,0,1.7356,9.915249533,InTeBr,1051.27,700,3168.81,100,0.767836,100,0.0278277
mp-5478,TlPd3O4,8.399833134,-5.656087846,3.54000838,0,1.0565,30.63219494,TlPd3O4,1047.91,400,1982.89,100,0.432853,100,0.020461428
mp-23535,K2ZnBr4,3.075016325,-3.161930685,-1.28711785,0,3.8018,5.965106453,K2ZnBr4,1248.38,1300,1583.75,100,0.343075,100,0.073157854
mp-8279,Ba(CdP)2,5.350860455,-3.499181544,2.93286921,0,0.6836,24.38837698,Ba(CdP)2,909.389,400,5697.79,400,1.21344,100,0.023692374
mp-10086,YSF,4.685387003,-7.46793589,4.28635563,0,1.3132,17.56375675,YSF,1081.36,600,4239.19,200,0.709835,100,0.042607605
mp-24424,BaHBr,4.617233497,-3.979359358,0.72698904,0,3.2113,9.96246687,BaHBr,1185.22,1300,2423.43,100,0.507699,100,0.068185481
mp-554012,SClO2F,1.885912425,-5.180906013,-2.50806345,0,4.5788,2.790844837,SClO2F,1256.48,1300,91.5687,100,0.0048339,800,0.446027632
mp-29585,K4CdAs2,2.501045307,-2.520706526,0.26149313,0,0.6091,8.758282752,K4CdAs2,1074.31,300,1875.49,1300,0.251121,100,0.099338687
mp-29585,K4CdAs2,2.501045307,-2.520706526,0.26149313,0,0.6091,8.758282752,K4CdAs2,1074.31,300,1875.49,1300,0.251121,100,0.099338687
mp-19432,KNaV2O6,2.699639007,-7.43775678,-1.1061946,0,2.929,7.292925317,KNaV2O6,1330.86,1100,235.743,100,0.0266399,200,0.148757042
mp-21365,InSbS3,4.405657293,-4.558010145,4.24471484,0,1.4761,29.00997902,InSbS3,1159.52,600,2008.7,100,0.353981,100,0.041377109
mp-7618,Cs3YF6,3.698790669,-5.564408121,-2.30864761,0.033903589,5.3387,114.4198237,Cs3YF6,1320.34,1300,826.473,100,0.0906048,100,0.161703277
mp-679669,NaZr2SN2Cl,4.229595974,-7.743769707,3.50095953,0.076663103,1.889,15.14043103,NaZr2SN2Cl,1122.46,700,1487.84,100,0.281834,100,0.04058127
mp-2659,LiN3,1.790105989,-7.131761882,0.54327254,0,3.5823,10.00225155,LiN3,1299.87,1300,1300.28,100,0.231506,100,0.096503768
mp-754967,BaTeO4,5.102391685,-6.392481995,1.72853136,0,2.1894,11.07761272,BaTeO4,1168.02,800,1356.95,100,0.288576,100,0.043489331
mp-561190,NaAu(SO4)2,3.891198139,-6.01998026,-0.17091909,0,1.753,9.208456343,NaAu(SO4)2,1209.75,600,604.49,100,0.104263,500,0.069025562
mp-29164,SrBiO3,7.136093196,-6.345887718,3.74981058,0,0.3106,33.58090768,SrBiO3,869.311,100,6458.85,1300,0.493885,100,0.10049617
mp-7601,NbGaO4,4.819142899,-8.211166946,0.66961603,0,3.4012,16.37902452,NbGaO4,1307.92,1200,643.856,100,0.0925938,100,0.112895277
mp-22958,KBrO3,3.009050123,-4.567074468,-0.41593381,0,3.8569,6.993970993,KBrO3,1268.3,1300,1268.13,100,0.253873,100,0.081707334
mp-10623,ThSbRh,9.95534408,-7.35686919,7.14935377,0,0.7438,27.74575828,ThSbRh,953.151,400,7026.7,200,1.23582,100,0.024512984
mp-754954,Ag2Se,7.259399585,-3.273169657,2.42549577,0.00502677,0.1384,32.37393542,Ag2Se,664.298,100,9376.33,1300,5.35301,100,0.007860144
mp-19363,HgMoO4,6.756782567,-6.697898823,0.67302681,0,1.9595,12.77664181,HgMoO4,1195.88,800,1531.61,100,0.316735,100,0.046881973
mp-3813,Ba2ZrS4,4.113162603,-6.305036307,2.41160119,0.003709669,0.6025,62.24722715,Ba2ZrS4,973.595,300,2836.94,100,0.519241,100,0.017554416
mp-9509,K2PAuS4,3.24832553,-4.448096154,1.48538495,0,1.5691,8.716697273,K2PAuS4,1017.92,600,2102.59,100,0.429098,100,0.027535561
mp-23151,Na4BeAlSi4ClO12,2.274218162,-7.167532859,0.22085114,0,0,5.121265043,Na4BeAlSi4ClO12,1265.08,1300,266.3,100,0.0164868,400,0.315443671
mp-29521,RbBiO2,5.959297796,-5.385638182,1.85802695,0,2.1259,12.08764244,RbBiO2,1132.1,800,1464.73,100,0.279679,100,0.045503608
mp-38951,Mg(GaO2)2,5.143199215,-6.458567636,2.54928147,0,2.4349,11.09057793,Mg(GaO2)2,1293.22,900,1972.7,100,0.347053,100,0.070889398
mp-14743,Ba3WN4,6.00884519,-7.593026726,2.02233554,0,1.929,14.97709512,Ba3WN4,1205.42,700,513.404,100,0.0696182,400,0.0871712
mp-541582,ReSe2,8.378113153,-7.192981724,3.83937853,0,1.1434,12.10478997,ReSe2,1088.75,500,1969.27,100,0.448885,100,0.024677609
mp-15788,LiYS2,3.235126437,-6.26298297,2.93821393,0,1.9204,21.16426674,LiYS2,1105.07,800,3150.76,100,0.443978,100,0.058750557
mp-763246,LiCoSiO4,2.840515364,-7.187982026,0.38232275,0.103966211,1.0882,8.130067733,LiCoSiO4,1146.71,500,639.355,100,0.153025,100,0.026071346
mp-558380,Cr2F5,3.449075195,-7.069422373,0.31913786,0.002584661,1.5997,5.990453917,Cr2F5,547.61,100,10247.3,1300,17.3045,100,0.001805772
mp-4187,Ge2N2O,4.4148608,-6.992041375,2.52428972,0,2.6165,7.7349794,Ge2N2O,1262.46,1000,1413.44,100,0.301849,100,0.060713137
mp-570803,Ba2Ge(TeSe)2,5.0873062,-4.576965381,2.82781863,0,0.8477,15.44198773,Ba2Ge(TeSe)2,894.688,400,4534.74,100,0.981164,100,0.015048174
mp-541368,Tl4V2O7,6.709966262,-6.614341143,1.73037315,0,2.6082,81.65695479,Tl4V2O7,1127.78,1100,3130.28,100,0.687567,100,0.051031558
mp-29504,ClF,2.090980455,-2.45990646,-1.46343337,0.061197984,2.0897,5.13786656,ClF,1167.88,700,617.51,100,0.12225,100,0.042035151
mp-32,Ge,5.041970035,-4.623027855,4.53243935,0,0,25.85352509,Ge,190.589,200,28023.8,1300,1023.67,100,1.0786E-05
mp-7264,Nd(PO3)3,3.500237507,-8.029435465,0.9926435,0,5.4867,7.488432223,Nd(PO3)3,1250.23,1300,782.091,100,0.118838,100,0.104604792
mp-8781,SnS,2.571693915,-4.716298423,0.50239077,0.045890715,1.8195,16.06159495,SnS,961.591,600,10624.3,200,1.73306,100,0.034585062
mp-28326,LiGaBr4,3.387164078,-3.369737668,-1.55511295,0,3.2461,8.260903383,LiGaBr4,1264.37,1200,475.759,100,0.113551,700,0.09081403
mp-19421,FeWO4,7.090244884,-8.892696,2.94325974,0,2.401,14.25594742,FeWO4,1192.96,800,505.939,100,0.107217,100,0.045526557
mp-15777,Zn(GaTe2)2,5.356208836,-3.466619886,3.27504577,0,1.0183,13.54712573,Zn(GaTe2)2,1046.44,500,4114.81,400,1.32246,100,0.023098004
mp-3642,ScCuO2,4.470861,-7.806742361,3.53734489,0,2.3309,14.01673176,ScCuO2,1284.32,800,954.16,100,0.147903,100,0.072138856
mp-28553,Ca2IN,3.967261359,-4.82661147,3.77030679,0,2.3485,15.47922975,Ca2IN,1273.02,800,1651.54,100,0.37814,700,0.076772459
mp-23225,BBr3,2.37830319,-3.82506527,-2.83168899,0,3.8273,2.371682143,BBr3,1275.82,1300,551.465,100,0.0812245,100,0.112377539
mp-29628,Na4SnS4,2.555284856,-4.056468496,1.50509446,0,2.078,8.898502433,Na4SnS4,1162.43,800,2034.2,100,0.387127,100,0.048134043
mp-22142,SiSe2,2.560449165,-4.900891452,-0.46223979,0.003797403,2.2091,4.422982435,SiSe2,1127.16,800,1073.52,100,0.226256,100,0.040865772
mp-21272,ErNiSb,9.191794524,-5.79309428,6.64537391,0,0.2739,21.33970228,ErNiSb,725.047,100,14552.2,1300,1.48349,100,0.052438003
mp-8184,Li2ZnGeO4,3.949087028,-5.912186996,0.07629145,0,3.1053,7.090256903,Li2ZnGeO4,1305.96,1100,868.359,100,0.210119,1000,0.105122324
mp-14100,Cd(RhO2)2,7.137703343,-6.276599366,3.51442609,0,0.8367,13.35762798,Cd(RhO2)2,1192.15,300,2198.46,1300,0.174325,100,0.20656092
mp-626506,NaHO,1.968568595,-4.700824407,-0.32348327,0.072059952,2.7884,12.65849413,NaHO,1348.61,900,954.914,100,0.150932,100,0.085807828
mp-561827,Cs3TlF6,4.581289891,-4.296758081,-1.39562748,0.034498122,3.3184,10.19368724,Cs3TlF6,1227.06,1200,1522.37,100,0.223528,100,0.097325458
mp-14433,NaGe2N3,4.627617988,-6.31710395,4.0458762,0,2.3402,11.5058499,NaGe2N3,1252.09,900,1247.36,100,0.217866,100,0.066933675
